date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:29:27	119093/119093	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:55%20GMT	https://live.themewild.com/logisto/index.html	D:/Freight/live.themewild.com/logisto/index.html	(from )
19:29:27	720/720	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Dec%202024%2013:59:27%20GMT	https://live.themewild.com/robots.txt		(from )
19:29:28	6239/6239	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Oct%202024%2002:49:57%20GMT	https://live.themewild.com/logisto/assets/img/logo/favicon.png	D:/Freight/live.themewild.com/logisto/assets/img/logo/favicon.png	(from https://live.themewild.com/logisto/index.html)
19:29:29	232762/232762	---MCZ	200	added ('OK')	text/css	date:Wed,%2014%20Aug%202024%2004:57:51%20GMT	https://live.themewild.com/logisto/assets/css/bootstrap.min.css	D:/Freight/live.themewild.com/logisto/assets/css/bootstrap.min.css	(from https://live.themewild.com/logisto/index.html)
19:29:29	513017/513017	---MCZ	200	added ('OK')	text/css	date:Sat,%2004%20Nov%202023%2015:44:20%20GMT	https://live.themewild.com/logisto/assets/css/all-fontawesome.min.css	D:/Freight/live.themewild.com/logisto/assets/css/all-fontawesome.min.css	(from https://live.themewild.com/logisto/index.html)
19:29:30	45552/45552	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Jan%202023%2012:41:35%20GMT	https://live.themewild.com/logisto/assets/css/animate.min.css	D:/Freight/live.themewild.com/logisto/assets/css/animate.min.css	(from https://live.themewild.com/logisto/index.html)
19:29:31	5259/5259	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Nov%202021%2003:29:29%20GMT	https://live.themewild.com/logisto/assets/css/magnific-popup.min.css	D:/Freight/live.themewild.com/logisto/assets/css/magnific-popup.min.css	(from https://live.themewild.com/logisto/index.html)
19:29:31	3357/3357	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Nov%202021%2003:20:00%20GMT	https://live.themewild.com/logisto/assets/css/owl.carousel.min.css	D:/Freight/live.themewild.com/logisto/assets/css/owl.carousel.min.css	(from https://live.themewild.com/logisto/index.html)
19:29:31	3070/3070	---MCZ	200	added ('OK')	text/css	date:Wed,%2025%20Jan%202023%2012:50:18%20GMT	https://live.themewild.com/logisto/assets/css/nice-select.min.css	D:/Freight/live.themewild.com/logisto/assets/css/nice-select.min.css	(from https://live.themewild.com/logisto/index.html)
19:29:32	28473/28473	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:01%20GMT	https://live.themewild.com/logisto/login.html	D:/Freight/live.themewild.com/logisto/login.html	(from https://live.themewild.com/logisto/index.html)
19:29:33	10172/10172	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Oct%202024%2002:42:57%20GMT	https://live.themewild.com/logisto/assets/img/logo/logo.png	D:/Freight/live.themewild.com/logisto/assets/img/logo/logo.png	(from https://live.themewild.com/logisto/index.html)
19:29:33	97624/97624	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:44%20GMT	https://live.themewild.com/logisto/index-2.html	D:/Freight/live.themewild.com/logisto/index-2.html	(from https://live.themewild.com/logisto/index.html)
19:29:34	51907/51907	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:38:55%20GMT	https://live.themewild.com/logisto/about.html	D:/Freight/live.themewild.com/logisto/about.html	(from https://live.themewild.com/logisto/index.html)
19:29:34	98443/98443	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:49%20GMT	https://live.themewild.com/logisto/index-3.html	D:/Freight/live.themewild.com/logisto/index-3.html	(from https://live.themewild.com/logisto/index.html)
19:29:35	43579/43579	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:59%20GMT	https://live.themewild.com/logisto/service.html	D:/Freight/live.themewild.com/logisto/service.html	(from https://live.themewild.com/logisto/index.html)
19:29:36	44285/44285	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:46%20GMT	https://live.themewild.com/logisto/service-2.html	D:/Freight/live.themewild.com/logisto/service-2.html	(from https://live.themewild.com/logisto/index.html)
19:29:36	37391/37391	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:41:04%20GMT	https://live.themewild.com/logisto/team.html	D:/Freight/live.themewild.com/logisto/team.html	(from https://live.themewild.com/logisto/index.html)
19:29:36	34818/34818	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:53%20GMT	https://live.themewild.com/logisto/service-single.html	D:/Freight/live.themewild.com/logisto/service-single.html	(from https://live.themewild.com/logisto/index.html)
19:29:36	31078/31078	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:25%20GMT	https://live.themewild.com/logisto/pricing.html	D:/Freight/live.themewild.com/logisto/pricing.html	(from https://live.themewild.com/logisto/index.html)
19:29:37	28804/28804	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:38%20GMT	https://live.themewild.com/logisto/register.html	D:/Freight/live.themewild.com/logisto/register.html	(from https://live.themewild.com/logisto/index.html)
19:29:38	26767/26767	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:33%20GMT	https://live.themewild.com/logisto/forgot-password.html	D:/Freight/live.themewild.com/logisto/forgot-password.html	(from https://live.themewild.com/logisto/index.html)
19:29:38	4325/4325	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:37:20%20GMT	https://live.themewild.com/logisto/coming-soon.html	D:/Freight/live.themewild.com/logisto/coming-soon.html	(from https://live.themewild.com/logisto/index.html)
19:29:39	33420/33420	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:41:09%20GMT	https://live.themewild.com/logisto/terms.html	D:/Freight/live.themewild.com/logisto/terms.html	(from https://live.themewild.com/logisto/index.html)
19:29:39	31738/31738	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:32%20GMT	https://live.themewild.com/logisto/privacy.html	D:/Freight/live.themewild.com/logisto/privacy.html	(from https://live.themewild.com/logisto/index.html)
19:29:39	31338/31338	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:38%20GMT	https://live.themewild.com/logisto/gallery.html	D:/Freight/live.themewild.com/logisto/gallery.html	(from https://live.themewild.com/logisto/index.html)
19:29:40	32295/32295	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:23%20GMT	https://live.themewild.com/logisto/contact.html	D:/Freight/live.themewild.com/logisto/contact.html	(from https://live.themewild.com/logisto/index.html)
19:29:40	32566/32566	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:28%20GMT	https://live.themewild.com/logisto/faq.html	D:/Freight/live.themewild.com/logisto/faq.html	(from https://live.themewild.com/logisto/index.html)
19:29:40	42595/42595	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:41:15%20GMT	https://live.themewild.com/logisto/testimonial.html	D:/Freight/live.themewild.com/logisto/testimonial.html	(from https://live.themewild.com/logisto/index.html)
19:29:41	26237/26237	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:38:47%20GMT	https://live.themewild.com/logisto/404.html	D:/Freight/live.themewild.com/logisto/404.html	(from https://live.themewild.com/logisto/index.html)
19:29:41	31212/31212	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:21%20GMT	https://live.themewild.com/logisto/portfolio.html	D:/Freight/live.themewild.com/logisto/portfolio.html	(from https://live.themewild.com/logisto/index.html)
19:29:41	32526/32526	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:09%20GMT	https://live.themewild.com/logisto/portfolio-2.html	D:/Freight/live.themewild.com/logisto/portfolio-2.html	(from https://live.themewild.com/logisto/index.html)
19:29:42	35836/35836	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:40:15%20GMT	https://live.themewild.com/logisto/portfolio-single.html	D:/Freight/live.themewild.com/logisto/portfolio-single.html	(from https://live.themewild.com/logisto/index.html)
19:29:42	37177/37177	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:09%20GMT	https://live.themewild.com/logisto/blog.html	D:/Freight/live.themewild.com/logisto/blog.html	(from https://live.themewild.com/logisto/index.html)
19:29:42	43401/43401	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:39:04%20GMT	https://live.themewild.com/logisto/blog-single.html	D:/Freight/live.themewild.com/logisto/blog-single.html	(from https://live.themewild.com/logisto/index.html)
19:29:47	309839/309839	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2011:06:33%20GMT	https://live.themewild.com/logisto/assets/img/hero/slider-2.jpg	D:/Freight/live.themewild.com/logisto/assets/img/hero/slider-2.jpg	(from https://live.themewild.com/logisto/index.html)
19:29:47	514672/514672	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Oct%202024%2010:59:10%20GMT	https://live.themewild.com/logisto/assets/img/hero/slider-3.jpg	D:/Freight/live.themewild.com/logisto/assets/img/hero/slider-3.jpg	(from https://live.themewild.com/logisto/index.html)
19:29:48	5501/5501	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Oct%202024%2001:23:14%20GMT	https://live.themewild.com/logisto/assets/img/icon/delivery.svg	D:/Freight/live.themewild.com/logisto/assets/img/icon/delivery.svg	(from https://live.themewild.com/logisto/index.html)
19:29:48	3736/3736	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202024%2003:05:46%20GMT	https://live.themewild.com/logisto/assets/img/icon/money.svg	D:/Freight/live.themewild.com/logisto/assets/img/icon/money.svg	(from https://live.themewild.com/logisto/index.html)
19:29:48	2364/2364	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Oct%202024%2001:24:52%20GMT	https://live.themewild.com/logisto/assets/img/icon/warehouse.svg	D:/Freight/live.themewild.com/logisto/assets/img/icon/warehouse.svg	(from https://live.themewild.com/logisto/index.html)
19:29:48	50405/50405	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Oct%202024%2003:04:31%20GMT	https://live.themewild.com/logisto/assets/img/about/01.jpg	D:/Freight/live.themewild.com/logisto/assets/img/about/01.jpg	(from https://live.themewild.com/logisto/index.html)
19:29:48	47383/47383	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Oct%202024%2003:09:05%20GMT	https://live.themewild.com/logisto/assets/img/about/02.jpg	D:/Freight/live.themewild.com/logisto/assets/img/about/02.jpg	(from https://live.themewild.com/logisto/index.html)
19:29:49	58523/58523	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Oct%202024%2003:10:23%20GMT	https://live.themewild.com/logisto/assets/img/about/03.jpg	D:/Freight/live.themewild.com/logisto/assets/img/about/03.jpg	(from https://live.themewild.com/logisto/index.html)
19:29:50	5271/5271	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202024%2003:03:50%20GMT	https://live.themewild.com/logisto/assets/img/icon/team.svg	D:/Freight/live.themewild.com/logisto/assets/img/icon/team.svg	(from https://live.themewild.com/logisto/index.html)
19:29:50	3320/3320	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202024%2003:02:44%20GMT	https://live.themewild.com/logisto/assets/img/icon/support.svg	D:/Freight/live.themewild.com/logisto/assets/img/icon/support.svg	(from https://live.themewild.com/logisto/index.html)
